Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,30,3,0
F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,30,0
M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,62,0,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,40,7,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,41,12,0
M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,25,4,0
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,6,0
F,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,40,22,0
F,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,37,2,0
F,Y,N,2,126000.0,Working,Higher education,Married,House / apartment,Accountants,4,26,4,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,16,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Married,With parents,Accountants,2,23,3,0
F,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,8,0
F,N,N,0,170302.5,Commercial associate,Higher education,Married,House / apartment,Accountants,2,45,11,0
F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,33,11,0
M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,27,0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,3,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,14,0
F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,43,20,0
M,Y,N,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,37,0
F,Y,N,1,247500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,41,17,0
M,N,N,0,265581.0,State servant,Higher education,Married,House / apartment,Accountants,2,29,2,0
F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,3,0
F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,28,9,0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,42,1,0
M,N,N,2,382500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,0
M,Y,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,47,4,0
M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,61,5,0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Accountants,1,46,3,0
M,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,0,1
M,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,0,0
F,N,N,0,247500.0,State servant,Higher education,Married,House / apartment,Accountants,2,32,7,0
M,Y,N,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,30,5,0
F,N,N,1,112500.0,Working,Incomplete higher,Married,House / apartment,Accountants,3,28,6,0
M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,Accountants,2,34,13,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,24,1,0
F,N,N,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,27,0,0
F,N,N,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,42,5,0
F,N,N,0,144000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,43,6,0
F,N,N,0,234000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,29,5,0
M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,Accountants,2,37,5,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,26,2,0
M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,62,18,0
M,Y,N,0,184135.5,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,61,1,0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,3,0
M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,35,5,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,51,4,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,33,2,0
M,Y,N,2,171000.0,Working,Higher education,Married,House / apartment,Accountants,4,27,2,0
M,N,N,0,270000.0,Working,Incomplete higher,Separated,Rented apartment,Accountants,1,49,1,0
F,Y,N,0,160200.0,State servant,Higher education,Married,House / apartment,Accountants,2,39,17,0
M,Y,N,0,191700.0,Working,Lower secondary,Married,House / apartment,Accountants,2,42,17,1
M,Y,N,0,540000.0,Commercial associate,Higher education,Married,With parents,Accountants,2,37,14,0
M,Y,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,47,16,0
F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,59,7,0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,35,0,0
M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,9,0
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,49,11,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Office apartment,Accountants,3,42,7,0
F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,Accountants,2,35,9,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,50,4,0
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,43,5,0
F,Y,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,50,15,0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,22,1,0
M,N,Y,0,253800.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,56,8,0
F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,Accountants,1,56,15,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,28,1,0
F,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,43,12,0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,Accountants,3,42,22,0
F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,31,8,0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,28,4,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,52,6,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,29,3,0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,46,5,0
F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,Accountants,2,45,4,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,37,3,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,42,2,0
F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,28,1,0
F,N,Y,0,252000.0,State servant,Higher education,Widow,House / apartment,Accountants,1,45,22,0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,28,3,0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,4,0
F,N,N,1,180000.0,State servant,Secondary / secondary special,Married,Municipal apartment,Accountants,3,45,0,0
M,Y,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,43,7,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,34,8,0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,Accountants,3,22,0,0
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,12,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,39,2,0
F,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,9,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,3,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,10,0
F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,43,3,0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,3,0
F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,38,9,0
M,N,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,5,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,9,0
M,Y,Y,1,382500.0,Working,Higher education,Married,House / apartment,Accountants,3,44,7,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,Accountants,1,47,22,0
M,Y,Y,0,139500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,23,0,0
M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,37,10,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,58,8,0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,47,3,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,27,7,0
F,N,Y,1,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,3,41,5,0
M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,45,3,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,4,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,7,0
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,7,0
F,N,Y,0,180000.0,Working,Lower secondary,Married,House / apartment,Accountants,2,45,13,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,52,32,0
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,1,0
F,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,33,5,0
F,N,Y,0,193500.0,State servant,Secondary / secondary special,Married,Office apartment,Accountants,2,60,27,0
M,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,0,0
F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,1,0
M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,2,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,39,1,0
M,Y,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,9,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,3,0
F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,2,1
F,N,Y,1,90000.0,Working,Higher education,Single / not married,House / apartment,Accountants,2,44,5,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,6,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,12,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,54,7,0
M,N,N,2,157500.0,Working,Higher education,Married,House / apartment,Accountants,4,32,12,0
F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,42,10,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,25,1,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,55,8,0
F,N,Y,1,157500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Accountants,3,35,8,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,8,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,4,0
M,Y,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,21,0
M,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,4,39,0,0
M,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,15,0
M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,9,0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,5,0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,5,1
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,46,3,0
M,N,N,0,157500.0,Working,Higher education,Single / not married,Municipal apartment,Accountants,1,25,2,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,6,0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,32,8,0
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,8,0
M,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,Accountants,4,45,2,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,55,3,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,45,1,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,36,2,0
